url,total_clicks,unique_clicks,digest_num,publisher
https://foreignpolicy.com/2019/06/12/britain-failed-hong-kong/,82,72,6,foreignpolicy.com
https://foreignpolicy.com/2019/06/12/britain-failed-hong-kong/,82,72,6,foreignpolicy.com
https://www.nytimes.com/2019/06/13/world/asia/hong-kong-telegram-protests.html,18,18,6,nytimes.com
https://www.nytimes.com/2019/06/13/world/asia/hong-kong-telegram-protests.html,18,18,6,nytimes.com
https://foreignpolicy.com/2019/06/12/hong-kongers-wont-bow-to-beijing-but-their-leaders-will/,12,11,6,foreignpolicy.com
https://foreignpolicy.com/2019/06/12/hong-kongers-wont-bow-to-beijing-but-their-leaders-will/,12,11,6,foreignpolicy.com
https://qz.com/1635504/everything-you-need-to-know-about-hong-kongs-extradition-law/,10,10,6,qz.com
https://qz.com/1635504/everything-you-need-to-know-about-hong-kongs-extradition-law/,10,10,6,qz.com
https://www.bloomberg.com/news/articles/2019-06-13/how-encrypted-messages-car-crashes-helped-hong-kong-protesters,10,10,6,bloomberg.com
https://www.bloomberg.com/news/articles/2019-06-13/how-encrypted-messages-car-crashes-helped-hong-kong-protesters,10,10,6,bloomberg.com
https://www.nytimes.com/2019/06/12/world/asia/hong-kong-protests-carrie-lam-xi-jinping.html,8,8,6,nytimes.com
https://www.nytimes.com/2019/06/12/world/asia/hong-kong-protests-carrie-lam-xi-jinping.html,8,8,6,nytimes.com
https://www.economist.com/leaders/2019/06/13/the-rule-of-law-in-hong-kong,5,5,6,economist.com
https://www.economist.com/leaders/2019/06/13/the-rule-of-law-in-hong-kong,5,5,6,economist.com
https://www.nytimes.com/2019/06/13/opinion/hong-kong-protests-trump.html,5,5,6,nytimes.com
https://www.nytimes.com/2019/06/13/opinion/hong-kong-protests-trump.html,5,5,6,nytimes.com
https://www.scmp.com/comment/opinion/article/3014144/extradition-row-erodes-confidence-hong-kong-singapore-looking,5,5,6,scmp.com
https://www.scmp.com/comment/opinion/article/3014144/extradition-row-erodes-confidence-hong-kong-singapore-looking,5,5,6,scmp.com
https://www.bloomberg.com/opinion/articles/2019-06-12/hong-kong-protests-are-related-to-trump-s-trade-war,4,4,6,bloomberg.com
https://www.bloomberg.com/opinion/articles/2019-06-12/hong-kong-protests-are-related-to-trump-s-trade-war,4,4,6,bloomberg.com
https://www.scmp.com/comment/opinion/article/3013351/carrie-lam-may-win-battle-pass-hong-kongs-extradition-law-what-cost,4,4,6,scmp.com
https://www.scmp.com/comment/opinion/article/3013351/carrie-lam-may-win-battle-pass-hong-kongs-extradition-law-what-cost,4,4,6,scmp.com
https://foreignpolicy.com/2019/06/10/hong-kongs-last-stand-extradition-trump-mexico-iran/,3,3,6,foreignpolicy.com
https://foreignpolicy.com/2019/06/10/hong-kongs-last-stand-extradition-trump-mexico-iran/,3,3,6,foreignpolicy.com
https://foreignpolicy.com/2019/06/13/what-happens-now-in-hong-kong-protests-trump-saudi-arabia-iran-shinzo-abe/,3,3,6,foreignpolicy.com
https://foreignpolicy.com/2019/06/13/what-happens-now-in-hong-kong-protests-trump-saudi-arabia-iran-shinzo-abe/,3,3,6,foreignpolicy.com
https://www.straitstimes.com/asia/key-differences-between-hong-kong-street-protests-of-2014-and-now,3,3,6,straitstimes.com
https://www.straitstimes.com/asia/key-differences-between-hong-kong-street-protests-of-2014-and-now,3,3,6,straitstimes.com
https://www.washingtonpost.com/opinions/2019/06/13/hong-kongs-protests-are-about-more-than-democracy/,3,3,6,ashingtonpost.com
https://www.washingtonpost.com/opinions/2019/06/13/hong-kongs-protests-are-about-more-than-democracy/,3,3,6,ashingtonpost.com
https://www.washingtonpost.com/world/2019/06/13/how-hong-kong-protests-play-into-trumps-showdown-with-china/,3,3,6,ashingtonpost.com
https://www.washingtonpost.com/world/2019/06/13/how-hong-kong-protests-play-into-trumps-showdown-with-china/,3,3,6,ashingtonpost.com
https://www.afr.com/opinion/editorials/freedom-is-not-dying-quietly-as-hong-kong-marches-20190610-p51w46,2,2,6,afr.com
https://www.afr.com/opinion/editorials/freedom-is-not-dying-quietly-as-hong-kong-marches-20190610-p51w46,2,2,6,afr.com
https://www.economist.com/china/2019/06/12/why-hong-kongs-protesters-are-braving-tear-gas-and-rubber-bullets,2,2,6,economist.com
https://www.economist.com/china/2019/06/12/why-hong-kongs-protesters-are-braving-tear-gas-and-rubber-bullets,2,2,6,economist.com
https://www.straitstimes.com/asia/east-asia/it-started-with-a-teenagers-gruesome-murder-in-taiwan,2,2,6,straitstimes.com
https://www.straitstimes.com/asia/east-asia/it-started-with-a-teenagers-gruesome-murder-in-taiwan,2,2,6,straitstimes.com
https://www.theglobeandmail.com/world/us-politics/article-what-is-hong-kongs-extradition-battle-about-a-visual-guide-to/,2,2,6,theglobeandmail.com
https://www.theglobeandmail.com/world/us-politics/article-what-is-hong-kongs-extradition-battle-about-a-visual-guide-to/,2,2,6,theglobeandmail.com
http://www.theguardian.com/commentisfree/2019/jun/11/the-guardian-view-on-hong-kongs-extradition-protests-an-essential-stand,1,1,6,theguardian.com
http://www.theguardian.com/commentisfree/2019/jun/11/the-guardian-view-on-hong-kongs-extradition-protests-an-essential-stand,1,1,6,theguardian.com
https://www.afr.com/news/world/asia/hong-kong-gets-angry-as-beijing-tightens-its-grip-20190613-p51xjh,1,1,6,afr.com
https://www.afr.com/news/world/asia/hong-kong-gets-angry-as-beijing-tightens-its-grip-20190613-p51xjh,1,1,6,afr.com
https://www.bloomberg.com/news/articles/2019-06-11/the-extradition-law-that-s-got-hong-kong-protesting-quicktake,1,1,6,bloomberg.com
https://www.bloomberg.com/news/articles/2019-06-11/the-extradition-law-that-s-got-hong-kong-protesting-quicktake,1,1,6,bloomberg.com
https://www.bloomberg.com/news/articles/2019-06-12/hong-kong-risks-occupy-2-0-as-tear-gas-envelops-heart-of-city,1,1,6,bloomberg.com
https://www.bloomberg.com/news/articles/2019-06-12/hong-kong-risks-occupy-2-0-as-tear-gas-envelops-heart-of-city,1,1,6,bloomberg.com
https://www.bloomberg.com/view/quicktake/hong-kongs-autonomy,1,1,6,bloomberg.com
https://www.bloomberg.com/view/quicktake/hong-kongs-autonomy,1,1,6,bloomberg.com
https://www.nytimes.com/2019/06/10/opinion/hong-kong-extradition-protest-china.html,1,1,6,nytimes.com
https://www.nytimes.com/2019/06/10/opinion/hong-kong-extradition-protest-china.html,1,1,6,nytimes.com
https://www.nytimes.com/2019/06/10/opinion/hong-kong-protests.html,1,1,6,nytimes.com
https://www.nytimes.com/2019/06/10/opinion/hong-kong-protests.html,1,1,6,nytimes.com
https://www.nytimes.com/2019/06/13/world/asia/hong-kong-xi-jinping-china.html,1,1,6,nytimes.com
https://www.nytimes.com/2019/06/13/world/asia/hong-kong-xi-jinping-china.html,1,1,6,nytimes.com
https://www.scmp.com/news/hong-kong/politics/article/3014432/officers-used-excessive-force-contain-hong-kong-extradition,1,1,6,scmp.com
https://www.scmp.com/news/hong-kong/politics/article/3014432/officers-used-excessive-force-contain-hong-kong-extradition,1,1,6,scmp.com
https://www.theatlantic.com/international/archive/2019/06/hong-kong-protests-solidarity-tiananmen/591508/,1,1,6,theatlantic.com
https://www.theatlantic.com/international/archive/2019/06/hong-kong-protests-solidarity-tiananmen/591508/,1,1,6,theatlantic.com
https://www.washingtonpost.com/opinions/global-opinions/people-in-hong-kong-want-their-freedom-beijing-is-about-to-say-tough-luck/2019/06/10/41aff5da-8b9f-11e9-8f69-a2795fca3343_story.html,1,1,6,ashingtonpost.com
https://www.washingtonpost.com/opinions/global-opinions/people-in-hong-kong-want-their-freedom-beijing-is-about-to-say-tough-luck/2019/06/10/41aff5da-8b9f-11e9-8f69-a2795fca3343_story.html,1,1,6,ashingtonpost.com
https://www.washingtonpost.com/politics/2019/06/11/why-are-there-massive-protests-hong-kong/,1,1,6,ashingtonpost.com
https://www.washingtonpost.com/politics/2019/06/11/why-are-there-massive-protests-hong-kong/,1,1,6,ashingtonpost.com
http://www.theguardian.com/commentisfree/2019/jun/13/lawyer-protesting-law-hong-kong-extradition-bill-china,0,0,6,theguardian.com
http://www.theguardian.com/commentisfree/2019/jun/13/lawyer-protesting-law-hong-kong-extradition-bill-china,0,0,6,theguardian.com
http://www.theguardian.com/world/2019/jun/11/hong-kong-extradition-law-protesters-rally-outside-government-offices,0,0,6,theguardian.com
http://www.theguardian.com/world/2019/jun/11/hong-kong-extradition-law-protesters-rally-outside-government-offices,0,0,6,theguardian.com
http://www.theguardian.com/world/2019/jun/13/hong-kong-protests-extradition-carrie-lam-riot-police,0,0,6,theguardian.com
http://www.theguardian.com/world/2019/jun/13/hong-kong-protests-extradition-carrie-lam-riot-police,0,0,6,theguardian.com
http://www.theguardian.com/world/2019/jun/14/hong-kongs-digital-battle-technology-that-helped-protesters-now-used-against-them,0,0,6,theguardian.com
http://www.theguardian.com/world/2019/jun/14/hong-kongs-digital-battle-technology-that-helped-protesters-now-used-against-them,0,0,6,theguardian.com
https://www.bloomberg.com/opinion/articles/2019-06-12/hong-kong-protests-show-the-limits-of-economic-freedom,0,0,6,bloomberg.com
https://www.bloomberg.com/opinion/articles/2019-06-12/hong-kong-protests-show-the-limits-of-economic-freedom,0,0,6,bloomberg.com
https://www.economist.com/china/2019/06/12/they-chose-to-come-and-fight-for-the-freedom-of-hong-kong,0,0,6,economist.com
https://www.economist.com/china/2019/06/12/they-chose-to-come-and-fight-for-the-freedom-of-hong-kong,0,0,6,economist.com
https://www.forbes.com/sites/kenrapoza/2019/06/10/hong-kong-risks-becoming-a-new-variable-in-china-trade-war/,0,0,6,forbes.com
https://www.forbes.com/sites/kenrapoza/2019/06/10/hong-kong-risks-becoming-a-new-variable-in-china-trade-war/,0,0,6,forbes.com
https://www.independent.co.uk/voices/hong-kong-protests-extradition-china-police-china-a8957811.html,0,0,6,independent.co.uk
https://www.independent.co.uk/voices/hong-kong-protests-extradition-china-police-china-a8957811.html,0,0,6,independent.co.uk
https://www.irishtimes.com/opinion/hong-kong-uk-must-tell-un-china-reneging-on-obligations-1.3924963,0,0,6,irishtimes.com
https://www.irishtimes.com/opinion/hong-kong-uk-must-tell-un-china-reneging-on-obligations-1.3924963,0,0,6,irishtimes.com
https://www.newstatesman.com/world/asia/2019/06/why-british-government-must-speak-people-hong-kong,0,0,6,newstatesman.com
https://www.newstatesman.com/world/asia/2019/06/why-british-government-must-speak-people-hong-kong,0,0,6,newstatesman.com
https://www.nytimes.com/2014/10/02/business/protesters-are-targets-of-scrutiny-through-their-phones.html,0,0,6,nytimes.com
https://www.nytimes.com/2014/10/02/business/protesters-are-targets-of-scrutiny-through-their-phones.html,0,0,6,nytimes.com
https://www.nytimes.com/2019/06/13/world/asia/hong-kong-extradition-bill-protests-police.html,0,0,6,nytimes.com
https://www.nytimes.com/2019/06/13/world/asia/hong-kong-extradition-bill-protests-police.html,0,0,6,nytimes.com
https://www.scmp.com/business/companies/article/3014478/hong-kongs-controversial-extradition-bill-will-damage-citys,0,0,6,scmp.com
https://www.scmp.com/business/companies/article/3014478/hong-kongs-controversial-extradition-bill-will-damage-citys,0,0,6,scmp.com
https://www.scmp.com/news/hong-kong/politics/article/3014260/hong-kongs-young-protesters-have-learned-lessons-past-they,0,0,6,scmp.com
https://www.scmp.com/news/hong-kong/politics/article/3014260/hong-kongs-young-protesters-have-learned-lessons-past-they,0,0,6,scmp.com
https://www.theglobeandmail.com/world/article-hong-kong-presses-ahead-with-extradition-bill-despite-protests/,0,0,6,theglobeandmail.com
https://www.theglobeandmail.com/world/article-hong-kong-presses-ahead-with-extradition-bill-despite-protests/,0,0,6,theglobeandmail.com
https://www.theglobeandmail.com/world/article-in-hong-kong-thousands-spend-night-on-streets-as-legislators-prepare/,0,0,6,theglobeandmail.com
https://www.theglobeandmail.com/world/article-in-hong-kong-thousands-spend-night-on-streets-as-legislators-prepare/,0,0,6,theglobeandmail.com
https://www.washingtonpost.com/opinions/2019/06/07/hong-kongs-extradition-law-threatens-our-democratic-spirit-its-also-awakening-it/,0,0,6,ashingtonpost.com
https://www.washingtonpost.com/opinions/2019/06/07/hong-kongs-extradition-law-threatens-our-democratic-spirit-its-also-awakening-it/,0,0,6,ashingtonpost.com
https://www.washingtonpost.com/world/2019/06/12/china-cant-smash-hong-kongs-spirit/,0,0,6,ashingtonpost.com
https://www.washingtonpost.com/world/2019/06/12/china-cant-smash-hong-kongs-spirit/,0,0,6,ashingtonpost.com
https://cointelegraph.com/news/what-is-libra-breaking-down-facebooks-new-digital-currency,86,72,7,cointelegraph.com
https://www.nytimes.com/2019/06/19/opinion/facebook-currency-libra.html,54,44,7,nytimes.com
https://seekingalpha.com/article/4271247-facebooks-libra-vs-bitcoin-5-key-differences,32,25,7,seekingalpha.com
https://www.bloomberg.com/news/articles/2019-01-27/love-crypto-but-not-its-volatility-meet-stablecoins-quicktake,28,25,7,bloomberg.com
https://qz.com/1642172/jack-dorsey-on-bitcoin-facebooks-crypto-and-the-end-of-cash/,17,13,7,qz.com
https://www.nytimes.com/2019/06/20/opinion/facebook-libra-cryptocurrency.html,15,13,7,nytimes.com
https://qz.com/africa/1646901/what-facebook-libra-currency-means-for-africa/,12,10,7,qz.com
https://www.wired.com/story/ambitious-plan-behind-facebooks-cryptocurrency-libra/,11,8,7,ired.com
https://www.ft.com/content/500bd3ce-936f-11e9-b7ea-60e35ef678d2,10,9,7,ft.com
https://www.theverge.com/2019/6/18/18682838/facebook-digital-wallet-calibra-libra-cryptocurrency-kevin-weil-david-marcus-interview,10,8,7,theverge.com
http://nymag.com/intelligencer/2019/06/what-is-libra-facebooks-new-cryptocurrency.html,10,6,7,nymag.com
http://www.theguardian.com/technology/2019/jun/20/facebook-libra-cryptocurrency-astrology-prediction,9,9,7,theguardian.com
https://www.coindesk.com/examining-facebooks-claim-its-crypto-is-for-the-unbanked,9,8,7,coindesk.com
https://www.economist.com/leaders/2019/06/22/facebook-wants-to-create-a-global-currency,8,5,7,economist.com
https://www.washingtonpost.com/opinions/2019/06/20/facebook-must-like-trouble-because-its-new-cryptocurrency-just-means-more-it/,7,6,7,ashingtonpost.com
https://www.cjr.org/the_media_today/facebook-cryptocurrency.php,7,5,7,cjr.org
https://www.forbes.com/sites/enriquedans/2019/06/20/libra-an-interesting-idea-if-only-facebook-werent-involved/,6,5,7,forbes.com
https://www.forbes.com/sites/kenrapoza/2019/06/20/facebooks-libra-coin-is-both-vampire-project-and-regulatory-nightmare/,6,5,7,forbes.com
https://www.ft.com/content/374a1af0-9101-11e9-aea1-2b1d33ac3271,5,5,7,ft.com
https://www.businessinsider.com/facebook-cryptocurrency-brings-it-closer-to-becoming-virtual-nation-2019-6,5,4,7,businessinsider.com
https://seekingalpha.com/article/4271325-facebook-folly-facebook-launching-libra-2020,4,3,7,seekingalpha.com
https://www.afr.com/business/banking-and-finance/facebook-takes-crypto-mainstream-20190620-p51znq,4,3,7,afr.com
https://www.forbes.com/sites/rhockett/2019/06/20/facebooks-proposed-crypto-currency-more-pisces-than-libra-for-now/,3,2,7,forbes.com
https://www.wired.com/story/lawmakers-express-privacy-concerns-facebooks-libra/,1,1,7,ired.com
https://www.cnet.com/news/facebook-unveils-its-libra-cryptocurrency-as-politicians-raise-eyebrows/,0,0,7,cnet.com
https://www.businessinsider.com/kamala-harris-joe-biden-why-thats-so-bad-for-him-2019-6,49,46,8,businessinsider.com
https://theintercept.com/2019/06/27/elizabeth-warren-profile/,49,38,8,theintercept.com
http://nymag.com/intelligencer/2019/06/democratic-primary-debate-winners-losers-ranked-warren-orourke-castro.html,35,30,8,nymag.com
https://www.vox.com/2019/6/26/18760593/who-won-the-democratic-debate,17,15,8,vox.com
https://www.vox.com/policy-and-politics/2019/6/28/18906744/democratic-debate-2019-miami-who-won,15,15,8,vox.com
http://nymag.com/intelligencer/2019/06/democratic-debate-beto-booker-warren.html,13,11,8,nymag.com
https://www.theatlantic.com/ideas/archive/2019/06/joe-biden-vs-kamala-harris-bussing-and-race-issues/592912/,12,11,8,theatlantic.com
https://www.nytimes.com/2019/06/27/us/politics/kamala-harris-biden-debate.html,11,11,8,nytimes.com
https://www.hollywoodreporter.com/news/critics-notebook-democratic-death-march-begins-1221350,10,10,8,hollywoodreporter.com
https://www.vox.com/2019/6/26/18760656/democratic-debate-elizabeth-warren-won,9,8,8,vox.com
https://www.nytimes.com/2019/06/27/us/politics/who-won-debate.html,8,6,8,nytimes.com
https://www.haaretz.com/world-news/wires/1.7418971,6,6,8,haaretz.com
https://www.washingtonpost.com/lifestyle/style/marianne-williamson-wont-make-you-feel-better-about-america-but-youll-feel-better-about-yourself/2019/06/26/26174e10-9372-11e9-aadb-74e6b2b46f6a_story.html,6,6,8,ashingtonpost.com
https://www.newyorker.com/news/our-columnists/at-the-democratic-debate-elizabeth-warrens-reformism-versus-trumps-moral-crisis,4,4,8,newyorker.com
https://www.thedailybeast.com/inside-the-alternate-universe-of-2020s-first-spin-room,4,4,8,thedailybeast.com
https://www.nytimes.com/2019/06/27/us/politics/debate-democrats-recap.html,3,3,8,nytimes.com
https://www.washingtonpost.com/politics/paloma/the-trailer/2019/06/27/the-trailer-assessing-10-candidates-on-last-night-s-stage-and-one-who-wasn-t/5d14139ea7a0a47d87c56eeb/,3,3,8,ashingtonpost.com
https://www.hollywoodreporter.com/news/critics-notebook-kamala-harris-prosecutes-joe-biden-democratic-debate-1221655,2,2,8,hollywoodreporter.com
https://www.realclearpolitics.com/articles/2019/06/27/warren_and_progressivism_own_the_debates_first_night_140660.html,2,2,8,realclearpolitics.com
https://www.thedailybeast.com/mitch-mcconnell-looms-over-first-democratic-debate,2,2,8,thedailybeast.com
https://www.washingtonpost.com/politics/it-was-not-a-good-night-reviews-of-orourkes-debate-performance-show-perils-of-his-candidacy/2019/06/27/b5799414-98f9-11e9-830a-21b9b36b64ad_story.html,2,2,8,ashingtonpost.com
https://www.salon.com/2019/06/27/first-democratic-debate-elizabeth-warren-persists-but-julian-castro-is-the-star/,1,1,8,salon.com
https://www.theatlantic.com/ideas/archive/2019/06/first-democratic-debate-ignored-donald-trump/592699/,1,1,8,theatlantic.com
https://www.theglobeandmail.com/world/article-few-fireworks-little-focus-on-trump-in-first-debate-as-democrats-show/,1,1,8,theglobeandmail.com
https://www.washingtonpost.com/politics/lesser-known-candidates-claw-for-the-spotlight-in-democratic-debate/2019/06/27/b469b6ae-9844-11e9-8d0a-5edd7e2025b1_story.html,0,0,8,ashingtonpost.com
https://www.economist.com/united-states/2019/07/09/donald-trump-risks-undoing-decades-of-nuclear-arms-control,53,44,10,economist.com
https://foreignpolicy.com/2019/07/12/how-europe-can-save-whats-left-of-the-iran-nuclear-deal/,32,29,10,foreignpolicy.com
https://www.nytimes.com/2019/07/08/world/europe/iran-trump.html,15,14,10,nytimes.com
https://www.politico.eu/article/donald-trump-wants-to-talk-iran-isnt-interested-nuclear-deal/,14,13,10,politico.eu
https://www.thehindu.com/opinion/op-ed/talking-sanctions-endangering-peace/article28287389.ece,11,10,10,thehindu.com
https://www.jpost.com/Middle-East/Irans-nuclear-enrichment-game-Analysis-594968,10,9,10,jpost.com
https://www.theguardian.com/commentisfree/2019/jul/07/iran-bullying-trump-negotiations,10,8,10,theguardian.com
https://www.haaretz.com/middle-east-news/iran/iran-still-has-room-to-maneuver-but-trump-is-running-out-of-diplomatic-options-1.7454304,6,2,10,haaretz.com
https://www.bourseandbazaar.com/articles/2019/7/9/trump-administration-may-use-patriot-act-to-target-iran-humanitarian-trade,5,5,10,bourseandbazaar.com
https://www.theatlantic.com/politics/archive/2019/07/congressional-iran-hawks-push-kill-deal/593539/,5,5,10,theatlantic.com
https://www.nytimes.com/2019/07/04/world/middleeast/iran-us-zarif-nuclear-deal.html,4,4,10,nytimes.com
https://www.thehindu.com/news/international/why-has-iran-breached-the-limit-set-in-2015-on-its-enriched-uranium-stockpile/article28306251.ece,4,4,10,thehindu.com
http://www.middleeasteye.net/news/us-pushing-military-coalition-patrol-waters-gulf-region-top-general,4,2,10,middleeasteye.net
https://www.economist.com/middle-east-and-africa/2019/07/11/a-british-warship-stops-iran-seizing-an-oil-tanker,3,3,10,economist.com
http://www.tehrantimes.com/news/437952/Trump-s-zigzags-on-Iran-threaten-U-S-alliance-structure-Australian,2,2,10,tehrantimes.com
https://www.dawn.com/news/1492036,2,2,10,dawn.com
https://www.jpost.com/Opinion/Iran-breaks-its-nuclear-word-what-follows-595390,2,2,10,jpost.com
https://www.nytimes.com/2019/07/04/world/middleeast/iran-zarif-interview.html,2,2,10,nytimes.com
https://en.mehrnews.com/news/147409/Why-force-Iran-to-go-nuclear-when-there-s-a-peaceful-option,1,1,10,en.mehrnews.com
https://www.bloomberg.com/view/quicktake/irans-uranium-enrichment,1,1,10,bloomberg.com
https://www.wsj.com/articles/squeezed-by-u-s-sanctions-iran-shifts-from-patience-to-confrontation-11562270731,1,1,10,sj.com
https://beta.theglobeandmail.com/world/article-iran-passes-uranium-enrichment-cap-set-in-2015-nuclear-deal-official/,0,0,10,beta.theglobeandmail.com
https://www.bbc.com/news/world-middle-east-48900432,0,0,10,bbc.com
https://www.nytimes.com/2019/07/08/opinion/iran-trump.html,0,0,10,nytimes.com
https://www.wsj.com/articles/three-iranian-vessels-tried-to-block-u-k-ship-from-passing-through-strait-of-hormuz-11562822874,0,0,10,sj.com
https://www.washingtonexaminer.com/news/special-relationship-will-boris-make-britain-great-again,72,55,11,ashingtonexaminer.com
http://theconversation.com/what-machiavelli-can-teach-us-about-boris-johnson-and-jeremy-hunt-120441,42,39,11,theconversation.com
https://www.newstatesman.com/politics/uk/2019/07/what-wrong-us,26,23,11,newstatesman.com
https://www.gq-magazine.co.uk/article/carrie-symonds-boris-johnson,25,22,11,gq-magazine.co.uk
https://qz.com/1667327/why-boris-johnson-will-become-the-next-uk-prime-minister/,24,17,11,qz.com
http://www.theguardian.com/politics/2019/jul/15/laughter-lies-boris-johnson-journey-journalist-mp,21,17,11,theguardian.com
https://www.nytimes.com/2019/07/17/books/boris-johnson-72-virgins.html,18,17,11,nytimes.com
https://www.irishtimes.com/culture/books/boris-johnson-and-his-72-virgins-novel-what-we-can-learn-from-his-terrible-novel-1.3960456,12,11,11,irishtimes.com
https://www.independent.ie/opinion/columnists/ian-odoherty/ian-odoherty-as-the-tories-lose-their-grip-on-reality-the-sinking-brexit-ship-threatens-to-take-us-all-down-with-it-38250541.html,11,9,11,independent.ie
https://www.ft.com/content/96e1c0e4-a23b-11e9-a282-2df48f366f7d,10,8,11,ft.com
http://www.theguardian.com/politics/2019/jul/15/oxford-union-president-boris-johnson-neil-sherlock,8,8,11,theguardian.com
https://www.ft.com/content/ae03a4c6-a72d-11e9-984c-fac8325aaa04,8,6,11,ft.com
http://www.theguardian.com/politics/2019/jul/16/total-chaos-boris-johnson-london-mayor,7,7,11,theguardian.com
https://www.politico.eu/article/tory-leadership-love-in-creates-more-warmth-than-light/,7,5,11,politico.eu
https://www.yorkshirepost.co.uk/news/opinion/columnists/why-boris-johnson-has-just-100-days-to-prove-himself-over-brexit-gp-taylor-1-9881075,5,5,11,yorkshirepost.co.uk
https://www.afr.com/news/world/europe/pm-boris-trumpism-with-british-characteristics-20190719-p528nk,4,4,11,afr.com
https://www.scotsman.com/news/opinion/columnists/here-s-how-you-can-say-no-to-boris-yes-to-europe-stephen-gethins-1-4964928,4,4,11,scotsman.com
http://www.theguardian.com/commentisfree/2019/jul/12/britain-prime-minister-jeremy-hunt-boris-johnson-tory-members-brexit,3,3,11,theguardian.com
https://www.independent.co.uk/voices/boris-johnson-brexit-deadline-whitehall-optimism-debate-hunt-a8998556.html,3,3,11,independent.co.uk
https://www.nytimes.com/2019/07/12/world/europe/conservative-leadership-race.html,3,3,11,nytimes.com
https://www.thetimes.co.uk/article/the-strange-case-of-boris-may-t0fgjkjlm,3,3,11,thetimes.co.uk
https://www.theweek.co.uk/brexit/102290/boris-johnson-and-jeremy-hunt-s-plans-for-immigration-after-brexit,3,3,11,theweek.co.uk
https://www.yorkshirepost.co.uk/news/opinion/columnists/left-wing-parties-must-join-forces-to-fight-likely-prospect-of-boris-johnson-nigel-farage-electoral-pact-david-blunkett-1-9874880,2,1,11,yorkshirepost.co.uk
https://www.newstatesman.com/politics/uk/2019/07/johnson-train-leaving-station-and-tory-mps-have-decided-it-s-better-be-it-under,0,0,11,newstatesman.com
https://www.telegraph.co.uk/news/2019/07/17/boris-johnson-lines-hardline-eurosceptic-daniel-moylan-lead/,0,0,11,telegraph.co.uk
https://www.forbes.com/sites/thomasbrewster/2019/07/24/meet-the-face-behind-faceapp-rich-russian-yaroslav-goncharov/,68,64,12,forbes.com
https://www.theringer.com/tech/2019/7/18/20699513/face-app-phishing-old-picture-meme-privacy,33,27,12,theringer.com
https://www.nytimes.com/2019/07/24/style/faceapp-privacy-scare.html,18,18,12,nytimes.com
https://www.wired.com/story/faceapp-privacy-backlash-facebook/,7,7,12,ired.com
https://www.bloomberg.com/news/articles/2019-07-19/faceapp-is-it-safe-just-consider-how-much-more-google-knows,7,4,12,bloomberg.com
https://www.vox.com/the-goods/2019/7/17/20698271/faceapp-privacy-panic-russia-old-face-filter-app,6,6,12,vox.com
https://www.forbes.com/sites/megangorman/2019/07/18/what-the-faceapp-trend-can-teach-you-about-saving-for-retirement/,6,4,12,forbes.com
https://www.nytimes.com/2019/07/18/opinion/faceapp-privacy.html,6,4,12,nytimes.com
https://www.techradar.com/news/is-faceapp-safe-a-deeper-look-at-the-viral-hit,5,5,12,techradar.com
https://www.theatlantic.com/ideas/archive/2019/07/faceapp-reveals-huge-holes-todays-privacy-laws/594358/,5,5,12,theatlantic.com
https://www.theatlantic.com/technology/archive/2019/07/faceapp-mess/594361/,5,5,12,theatlantic.com
